HUD PROJECT NUMBER,PREMISE ID,PROPERTY NAME,PROPERTY STREET,PROPERTY CITY,PROPERTY STATE,PROPERTY ZIP,UNITS,INITIAL ENDORSEMENT DATE,FINAL ENDORSEMENT DATE,ORIGINAL MORTGAGE AMOUNT,FIRST PAYMENT DATE,MATURITY DATE,TERM IN MONTHS,INTEREST RATE,CURRENT PRINCIPAL AND INTEREST,AMORTIZED PRINCIPAL BALANCE,HOLDER NAME,HOLDER CITY,HOLDER STATE,SERVICER NAME,SERVICER CITY,SERVICER STATE,SECTION OF ACT CODE,SOA CATEGORY/SUB CATEGORY,TE,TC
07311679,0000024853,AUTUMN TRACE II,800 HARVEST DRIVE,KOKOMO,IN,46901,64,4/15/2013,4/15/2013,"2,312,000 ",6/1/2013,5/1/2048,420,2.95,"8,833.35 ","2,267,192.83 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311680,0000024718,GREENWOOD OAK APARTMENTS,487 WHITE HOUSE DRIVE,GREENWOOD WHITE,IN,46143,50,3/15/2013,3/15/2013,"2,535,000 ",5/1/2013,4/1/2048,420,2.55,"9,130.58 ","2,478,001.40 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311681,0000024917,KARL KING RIVERBEND,515 E. MONROE STREET,SOUTH BEND,IN,46601,219,4/30/2013,4/30/2013,"5,451,700 ",6/1/2013,5/1/2048,420,3.11,"21,316.98 ","5,349,355.20 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311682,0000024717,CANAL SQUARE,359 NORTH WEST STREET,INDIANAPOLIS,IN,46204,320,3/20/2013,3/20/2013,"36,960,000 ",5/1/2013,4/1/2048,420,2.5,"132,130.23 ","36,120,877.27 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311683,0000025441,DUCK CREEK APARTMENTS,239 N 13TH STREET,ELWOOD,IN,46036,45,8/26/2013,8/26/2013,"1,370,000 ",10/1/2013,9/1/2048,420,3.87,"5,959.65 ","1,354,360.36 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311684,0000025138,DELAWARE TRACE,4901 LENANPE LANE,EVANSVILLE,IN,47715,112,6/28/2013,6/28/2013,"3,400,000 ",8/1/2013,7/1/2048,420,2.65,"12,429.90 ","3,340,218.57 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311685,0000001909,EMMA O JOHNSON HOMES,819 EDGEMONT AVENUE,INDIANAPOLIS,IN,46208,50,4/29/2013,4/29/2013,"2,182,600 ",6/1/2013,5/1/2048,420,3.15,"8,583.51 ","2,141,952.41 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311686,0000003548,HICKORY CREEK APTS,3600 LOWER HUNTINGTON ROAD,FORT WAYNE,IN,46809,158,3/25/2013,3/25/2013,"2,873,000 ",5/1/2013,11/1/2039,319,2.55,"12,410.30 ","2,777,002.52 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311687,0000025225,CAREY COURT APARTMENTS,2900 S. CAREY STREET,MARION,IN,46953,20,6/24/2013,6/24/2013,"972,000 ",8/1/2013,7/1/2048,420,3.37,"3,944.32 ","957,197.32 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311688,0000001760,CLOVERLEAF III,835 CLOVERLEAF TERRACE,INDIANAPOLIS,IN,46241,94,4/30/2013,4/30/2013,"2,296,000 ",6/1/2013,5/1/2043,360,3.1,"9,804.30 ","2,240,858.51 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311689,0000025224,ANDOVER PARK APARTMENTS,351 ANDOVER DRIVE,VALPARAISO,IN,46383,240,6/13/2013,6/13/2013,"9,287,900 ",8/1/2013,7/1/2048,420,3,"35,744.50 ","9,135,519.11 ",CAPITAL ONE MULTIFAMILY FINANC,BETHESDA,MD,CAPITAL ONE MULTIFAMILY FINANC,BETHESDA,MD,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311690,0000024778,HAUNSTEIN HILLS APARTMENTS II,250 HAUNSTEIN ROAD,HUNTINGTON,IN,46750,56,3/28/2013,3/28/2013,"1,673,000 ",5/1/2013,4/1/2048,420,3.15,"6,579.41 ","1,639,573.31 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311691,0000019437,MAPLE LANE APARTMENTS,2001 SUGAR MAPLE LANE,ELKHART,IN,46514,308,4/24/2013,4/24/2013,"10,840,500 ",6/1/2013,5/1/2048,420,3.53,"44,991.40 ","10,653,519.38 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311692,0000000691,GRANDVIEW TOWER,1000 FULTON PARKWAY,EVANSVILLE,IN,47710,170,4/30/2013,4/30/2013,"4,725,000 ",6/1/2013,5/1/2048,420,3.11,"18,475.48 ","4,636,297.43 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311694,0000025487,LEGACY PARK APARTMENTS,6905 LEGACY PARK DRIVE,BROWNSBURG,IN,46112,250,8/28/2013,8/28/2013,"20,749,000 ",10/1/2013,9/1/2048,420,4.08,"92,869.63 ","20,522,323.12 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311695,0000002741,PRINCE HALL TOWERS,3678 PRINCE HALL DRIVE,MARLON,IN,46953,51,5/28/2013,5/28/2013,"1,648,900 ",7/1/2013,9/1/2040,327,3.41,"7,749.70 ","1,608,380.73 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311696,0000018835,RIVER'S EDGE I,870 WATERMEAD DRIVE,NOBLESVILLE,IN,46060,138,3/29/2013,3/29/2013,"2,650,000 ",5/1/2013,4/1/2048,420,3.45,"10,875.57 ","2,600,152.19 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311697,0000018900,RIVER'S EDGE APARTMENTS PHASE,870 WATERMEAD DRIVE,NOBLESVILLE,IN,46060,108,3/29/2013,3/29/2013,"1,880,000 ",5/1/2013,4/1/2048,420,3.67,"7,956.17 ","1,846,184.41 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311698,0000025416,THE CEDARS APARTMENTS,3417 N .RYBOLT,INDIANAPOLIS,IN,43222,245,8/14/2013,8/14/2013,"4,480,000 ",10/1/2013,9/1/2048,420,3.69,"19,011.96 ","4,426,909.90 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311699,0000019576,CHAPELGATE PARK APARTMENTS,3151 CHAPELGATE WAY,WEST LAFAYETTE,IN,47906,80,5/31/2013,5/31/2013,"2,500,000 ",7/1/2013,6/1/2048,420,3.75,"10,697.63 ","2,461,781.94 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311700,0000025326,VILLAGE GREEN APARTMENTS,224 E. VINE STREET,MONTPELIER,IN,47359,30,5/29/2013,5/29/2013,"639,400 ",7/1/2013,6/1/2048,420,2.75,"2,372.40 ","627,444.08 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311701,0000010953,VINTON WOODS I,3150 VINTON CIR,KOKOMO,IN,46901,162,11/27/2013,11/27/2013,"1,300,000 ",1/1/2014,12/1/2043,360,4.02,"6,221.40 ","1,286,803.16 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311702,0000025222,CORBY HOMES,1022 PATTY LANE,SOUTH BEND,IN,46615,150,6/26/2013,6/26/2013,"3,840,000 ",8/1/2013,7/1/2043,360,2.85,"15,880.60 ","3,757,804.66 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311703,0000025223,WESTGATE MANOR,1854 WESTPLAINS DRIVE,GOSHEN,IN,46526,100,6/26/2013,6/26/2013,"1,938,300 ",8/1/2013,7/1/2043,360,2.85,"8,015.98 ","1,896,810.60 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311704,0000017121,WATER DANCE APTS,1170 MORNINGSIDE DRIVE,SHELBYVILLE,IN,46176,166,5/31/2013,5/31/2013,"4,434,500 ",7/1/2013,6/1/2040,324,3.45,"21,055.26 ","4,324,638.63 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311705,0000020419,CROSS LAKE APARTMENTS,7900 CIRCLE FRONT CT,EVANSVILLE,IN,47715,208,6/25/2013,6/25/2013,"11,492,000 ",8/1/2013,7/1/2048,420,3.32,"46,304.67 ","11,315,204.23 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311706,0000020420,SOUTHRIDGE COMMONS,2334 S BECK LANE,LAFAYETTE,IN,47909,114,5/31/2013,5/31/2013,"5,057,000 ",7/1/2013,6/1/2048,420,3.3,"20,318.36 ","4,972,259.82 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311708,0000019091,ABBEY COURT APARTMENTS,5301 STONEHEDGE DRIVE,EVANSVILLE,IN,47715,250,5/29/2013,5/29/2013,"9,800,000 ",7/1/2013,6/1/2048,420,2.95,"37,442.39 ","9,623,857.38 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311709,0000001140,FALLWOOD APARTMENTS,5200 FALL CREK PKWY N DRIVE,INDIANAPOLIS,IN,46260,242,4/30/2013,4/30/2013,"9,360,000 ",6/1/2013,5/1/2048,420,3.9,"40,884.16 ","9,210,366.38 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311710,0000025221,NORTHWAY MANOR,902-1180 NORTHWAY CIR,ELKHART,IN,46514,126,6/26/2013,6/26/2013,"2,878,600 ",8/1/2013,7/1/2043,360,2.85,"11,904.66 ","2,816,983.47 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311711,0000017638,JULIET A PEDDLE PARK,1616 SOUTH 25TH STREET,TERRE HAUTE,IN,47803,101,6/25/2013,6/25/2013,"2,655,300 ",8/1/2013,7/1/2048,420,3.85,"11,519.29 ","2,618,655.45 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311712,0000025179,ARBORS AT WATERS EDGE,4060 N.150 WEST,COLUMBUS,IN,47203,150,5/31/2013,5/31/2013,"7,734,000 ",7/1/2013,6/1/2048,420,3.55,"32,188.16 ","7,610,819.28 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311713,0000002366,IVY KNOLL,5707 IVY KNOLL DRIVE,INDIANAPOLIS,IN,46240,156,5/31/2013,5/31/2013,"7,040,000 ",7/1/2013,6/1/2048,420,3.82,"30,415.83 ","6,933,921.82 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311714,0000025299,WILLOW CREEK CROSSING APARTMEN,7501 LAKERIDGE DRIVE,FORT WAYNE,IN,46819,582,7/23/2013,7/23/2013,"10,800,000 ",9/1/2013,8/1/2048,420,2.98,"41,443.37 ","10,637,130.67 ",JOHNSON CAPITAL HUNTOON HASTIN,NORWALK,CT,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311715,0000025097,MERIDIAN LAKES,7344 MERIDIAN HILLS COURT,INDIANAPOLIS,IN,46260,233,5/31/2013,5/31/2013,"8,000,000 ",7/1/2013,6/1/2048,420,3.82,"34,563.44 ","7,879,456.64 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311716,0000025096,MARTINIQUE TERRACE,6789 S. EAST STREET,INDIANAPOLIS,IN,46227,216,5/31/2013,5/31/2013,"7,200,000 ",7/1/2013,6/1/2048,420,3.89,"31,406.47 ","7,093,071.86 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311717,0000025417,CAMBRIDGE ESTATES III,3606 PARLIAMENT DRIVE,LAFAYETTE,IN,46790,104,7/31/2013,7/31/2013,"1,410,000 ",9/1/2013,8/1/2038,300,2.89,"6,605.99 ","1,374,259.05 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311718,0000005455,THE SYCAMORES,1614 E. STOP 11 ROAD,INDIANAPOLIS,IN,46227,210,6/28/2013,6/28/2013,"5,360,000 ",8/1/2013,7/1/2048,420,3.7,"22,777.94 ","5,283,699.42 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311719,0000004886,CAMBRIDGE SQ OF GREENWOOD,1160 SOUTHBRIDGE DRIVE,GREENWOOD,IN,46142,186,10/22/2013,10/22/2013,"4,550,000 ",12/1/2013,11/1/2048,420,3.82,"19,657.96 ","4,508,145.55 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311722,0000005368,JAMESTOWN SQUARE NORTH,2516 TACOMA CIRCLE,INDIANAPOLIS,IN,46220,204,7/31/2013,7/31/2013,"5,330,000 ",9/1/2013,8/1/2048,420,3.88,"23,217.79 ","5,263,100.09 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311723,0000005362,CAMBRIDGE SQ OF BLOOMINGTON,307 PETE ELLIS DRIVE,BLOOMINGTON,IN,47408,153,8/30/2013,8/30/2013,"4,075,000 ",10/1/2013,9/1/2048,420,3.78,"17,509.30 ","4,027,601.49 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311724,0000005121,FAIRINGTON APTS OF CLARKSVILLE,2134 LOMBARDY DRIVE,CLARKSVILLE,IN,47129,200,7/31/2013,7/31/2013,"4,225,000 ",9/1/2013,8/1/2048,420,3.88,"18,404.34 ","4,171,969.64 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311725,0000005373,CARRIAGE HOUSE OFEVANSVILLE I,5300 CARRIAGE DRIVE,EVANSVILLE,IN,47715,207,8/16/2013,8/16/2013,"4,275,000 ",10/1/2013,9/1/2048,420,3.83,"18,495.18 ","4,225,789.30 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311726,0000005738,COUNTRY WOOD,745 ASHWOOD DRIVE,VERSAILLES,IN,47042,56,7/31/2013,7/31/2013,"896,000 ",9/1/2013,8/1/2028,180,2.79,"6,097.52 ","851,325.54 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311727,0000025488,JAMESTOWN OF VALPARAISO,2810 WINCHESTER DRIVE,VALPARAISO,IN,46383,200,8/30/2013,8/30/2013,"5,640,000 ",10/1/2013,9/1/2048,420,3.78,"24,233.73 ","5,574,398.15 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311728,0000005739,CLOVERDALE HEIGHTS TWO,2025 CLOVER DRIVE,CRAWFORDSVILLE,IN,47933,180,7/31/2013,7/31/2013,"1,470,000 ",9/1/2013,8/1/2027,168,2.81,"10,593.79 ","1,390,405.49 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311729,0000005142,FAIRINGTON APTS OF COLUMBUS,2351 FAIRINGTON COURT,COLUMBUS,IN,47203,136,9/16/2013,9/16/2013,"2,625,000 ",11/1/2013,10/1/2048,420,3.92,"11,497.21 ","2,598,353.82 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311730,0000005351,FAIRINGTON APTS OF SOUTH BEND,1220 FAIRINGTON CIRCLE,SOUTH BEND,IN,46614,201,8/30/2013,8/30/2013,"4,500,000 ",10/1/2013,9/1/2048,420,3.92,"19,709.50 ","4,449,162.16 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311732,0000025414,COUNTRY MEADOWS APARTMENTS,200 BOOTH STREET,WOLCOTTVILLE,IN,46795,16,8/21/2013,8/21/2013,"287,100 ",10/1/2013,9/1/2048,420,3.75,"1,228.52 ","283,739.69 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311734,0000006196,PRINCETON CREEK,500 S 2ND STREET,PRINCETON,IN,47670,100,8/30/2013,8/30/2013,"2,968,000 ",10/1/2013,9/1/2048,420,4.25,"13,590.29 ","2,936,718.44 ",BELLWETHER ENTERPRISE REAL EST,CLEVELAND,OH,BELLWETHER ENTERPRISE REAL EST,CLEVELAND,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311735,0000026086,COLONIAL PARK,4421 EAST WASHINGTON STREET,INDIANAPOLIS,IN,46204,106,1/13/2014,1/13/2014,"1,320,000 ",3/1/2014,2/1/2049,420,4.1,"5,924.07 ","1,312,881.18 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311736,0000025585,WINDSOR PARK APARTMENTS,6764 LAMBER STREET,INDIANAPOLIS,IN,46241,77,9/25/2013,9/25/2013,"1,600,000 ",11/1/2013,10/1/2048,420,3.82,"6,912.69 ","1,583,415.73 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311737,0000025586,RICHELIEU APARTMENTS,610 N. EAST STREET,INDIANAPOLIS,IN,46202,62,9/25/2013,9/25/2013,"4,616,000 ",11/1/2013,10/1/2048,420,4.09,"20,688.42 ","4,570,787.12 ",JOHNSON CAPITAL HUNTOON HASTIN,NORWALK,CT,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311742,0000004573,JAMESTOWN OF SEYMOUR,745 MILLER LANE,SEYMOUR,IN,47274,150,11/27/2013,11/27/2013,"4,030,000 ",1/1/2014,12/1/2048,420,4.5,"19,072.25 ","4,001,967.98 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311743,0000025789,WABASH LANDING APARTMENTS,375 BROWN STREET,WEST LAFAYETTE,IN,47906,92,11/1/2013,11/1/2013,"8,640,000 ",1/1/2014,12/1/2048,420,3.98,"38,152.16 ","8,572,861.79 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311744,0000025928,NORTH RIDGE APARTMENTS,718 NORTH SR. 9,COLUMBIA,IN,46725,40,12/12/2013,12/12/2013,"1,160,100 ",2/1/2014,1/1/2049,420,3.9,"5,067.28 ","1,152,254.77 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311746,0000025771,WASHINGTON VILLAGE APARTMENTS,4211 W. POTOMAC DRIVE,GREENFIELD,IN,46140,288,10/1/2013,10/1/2013,"16,640,000 ",12/1/2013,11/1/2048,420,4.3,"76,701.62 ","16,501,674.86 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311747,0000005110,CAMBRIDGE SQUARE OF MUNCIE,1601 E MCGALLIARD ROAD,MUNCIE,IN,47303,124,3/31/2014,3/31/2014,"2,640,000 ",5/1/2014,4/1/2049,420,3.75,"11,296.69 ","2,630,831.34 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311748,0000004321,EDSALL HOUSE,310 WEST BERRY STREET,FORT WAYNE,IN,46802,203,11/27/2013,11/27/2013,"4,500,000 ",1/1/2014,12/1/2048,420,3.95,"19,790.13 ","4,464,810.63 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311749,0000005552,CARRIAGE HOUSE OF EVANSVILLE,5300 CARRIAGE DRIVE,EVANSVILLE,IN,47715,100,9/30/2013,9/30/2013,"3,250,000 ",11/1/2013,10/1/2048,420,3.99,"14,370.69 ","3,217,490.08 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311750,0000025930,ARBORS AT RIVERBEND,55750 ASH ROAD,OSCEOLA,IN,46561,184,12/20/2013,12/20/2013,"7,300,000 ",2/1/2014,1/1/2049,420,4,"32,322.56 ","7,251,663.39 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311751,0000005822,ASHTON PINES,NEQ COUNTY ROAD 26 & CTYRD LL3,GOSHEN,IN,46526,144,2/27/2014,2/27/2014,"6,600,000 ",4/1/2014,3/1/2049,420,3.75,"28,241.73 ","6,569,389.97 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311752,0000025929,FOREST RIDGE APARTMENTS,760-886 S. BASSWOOD DRIVE,BLOOMINGTON,IN,47403,114,12/16/2013,12/16/2013,"6,480,000 ",2/1/2014,1/1/2049,420,4.35,"30,067.86 ","6,440,173.44 ",CBRE HMF INC,BOSTON,MA,CBRE HMF INC,BOSTON,MA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311753,0000026457,THE RESERVE AT WILLIAMS GLEN,2201 WILLIAMS  GLEN BLVD,ZIONSVILLE,IN,46077,268,5/23/2014,5/23/2014,"25,323,000 ",7/1/2014,6/1/2049,420,3.77,"108,657.26 ","25,293,899.17 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311754,0000025955,PHEASANT RUN APARTMENTS,7925 PALAWAN DRIVE,INDIANAPOLIS,IN,46239,184,1/30/2014,1/30/2014,"11,245,000 ",3/1/2014,2/1/2049,420,4,"49,790.02 ","11,183,054.97 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311755,0000026119,FOX BROOK APARTMENTS,4000 N WALNUT STREET,MUNCIE,IN,47303,41,3/5/2014,3/5/2014,"1,584,000 ",5/1/2014,4/1/2049,420,3.8,"6,824.80 ","1,578,556.40 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
